1 - State Name,8 - Structure Number,22 - Owner Agency,CAT29 - Deck Area (sq. ft.),27 - Year Built,43A - Main Span Material,43B - Main Span Design,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
'Pennsylvania',000000000040727,'County Highway Agency',1120.74,1999,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000040839,'County Highway Agency',1169.82,2000,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000008158,'County Highway Agency',916.55,1955,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000008292,'County Highway Agency',626.89,1905,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000018440,'State Highway Agency',576.73,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002323,'Town or Township Highway Agency',1120.95,1929,'Other Material Main Span OR No Approach or Second Span Type','Other Main Design /Construction OR No Approach or Second Span Type','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000035388,'Town or Township Highway Agency',1603.39,1922,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair'
'Pennsylvania',000000000034450,'State Highway Agency',14994.99,1960,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Poor','Poor','Fair'
'Pennsylvania',000000000008148,'State Toll Authority',2424.36,1952,'Concrete','Tee Beam','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035352,'County Highway Agency',663.49,1882,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000002201,'Town or Township Highway Agency',1588.75,1950,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000002843,'State Highway Agency',13683.62,1971,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001904,'State Highway Agency',15017.59,1946,'Concrete Continuous','Tee Beam','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002251,'County Highway Agency',2060.21,1927,'Concrete','Culvert','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001792,'State Highway Agency',14110.09,1960,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000018444,'State Highway Agency',1123.64,1938,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000701,'State Highway Agency',14453.78,1965,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000045929,'Town or Township Highway Agency',969.83,1973,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035376,'County Highway Agency',5045.26,1926,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008115,'State Highway Agency',1725.35,1968,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001961,'State Highway Agency',1385.96,1914,'Concrete','Arch - Deck','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000835,'State Highway Agency',2576.88,1930,'Steel','Stringer/Multi-beam or Girder','Poor','Good','Good','Good','Good','Good','Good','Good','Good','Good','Fair'
'Pennsylvania',000000000008157,'County Highway Agency',666.07,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000018332,'State Highway Agency',693.2,1938,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000840,'State Highway Agency',1488,1931,'Concrete','Culvert','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001837,'State Highway Agency',6275.58,1960,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000755,'State Highway Agency',14385.32,1929,'Steel','Girder and Floorbeam System','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000913,'State Highway Agency',10325.93,1972,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000914,'State Highway Agency',9424.02,1972,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008153,'Town or Township Highway Agency',1242.48,1980,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034666,'State Highway Agency',880.6,1929,'Concrete Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair'
'Pennsylvania',000000000000918,'State Highway Agency',21774.64,1974,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000919,'State Highway Agency',18461.51,1974,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034657,'State Highway Agency',671.67,1915,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008185,'Town or Township Highway Agency',2622.09,1987,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002429,'City or Municipal Highway Agency',20180.07,1933,'Steel','Truss - Thru','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008042,'State Highway Agency',1292.96,1942,'Concrete','Tee Beam','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002392,'City or Municipal Highway Agency',496,1924,'Steel','Girder and Floorbeam System','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000820,'State Highway Agency',24228.48,1969,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000001782,'State Highway Agency',23370.6,1972,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair'
'Pennsylvania',000000000001914,'State Highway Agency',10348.53,1952,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000837,'State Highway Agency',3658.01,1930,'Concrete','Arch - Deck','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034449,'State Highway Agency',15485.82,1960,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Poor','Poor','Fair'
'Pennsylvania',000000000002278,'Town or Township Highway Agency',3715.81,1980,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Good','Good','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008234,'County Highway Agency',536.26,1916,'Concrete','Other Main Design /Construction OR No Approach or Second Span Type','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008177,'County Highway Agency',789.64,1912,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008251,'County Highway Agency',761.44,1920,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000000547,'State Highway Agency',16623.78,1964,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002332,'Town or Township Highway Agency',678.99,1960,'Prestressed Concrete','Slab','Poor','Poor','Good','Good','Good','Good','Good','Good','Fair','Fair','Fair'
'Pennsylvania',000000000046219,'State Highway Agency',1754.84,1958,'Steel','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034375,'State Highway Agency',1970.44,1961,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003867,'County Highway Agency',842.38,1989,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035159,'State Highway Agency',2191.32,1966,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022183,'Railroad',38418.12,1923,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022319,'State Highway Agency',11821.36,1972,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000034663,'State Highway Agency',3037.58,1946,'Concrete','Tee Beam','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000008178,'County Highway Agency',1047.87,1926,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Fair','Fair','Good','Good','Fair','Fair','Fair'
'Pennsylvania',000000000035332,'County Highway Agency',850.89,1908,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003894,'County Highway Agency',51307.9,1927,'Steel Continuous','Truss - Thru','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003730,'State Highway Agency',2079.91,1965,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Good','Good','Fair','Fair','Fair'
'Pennsylvania',000000000035177,'State Highway Agency',5797.98,1968,'Prestressed Concrete Continuous','Box Beam or Girders - Single or Spread','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000003870,'County Highway Agency',1555.17,1990,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035105,'State Highway Agency',9205.51,1928,'Concrete','Culvert','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003672,'State Highway Agency',28417.59,1970,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000044900,'Town or Township Highway Agency',475.98,1910,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022557,'County Highway Agency',1268.2,1985,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022324,'State Highway Agency',75091.2,1972,'Steel Continuous','Girder and Floorbeam System','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022322,'State Highway Agency',18442.45,1972,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Good','Good','Good','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022321,'State Highway Agency',18357.2,1972,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022454,'State Highway Agency',4117.2,1962,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022363,'State Highway Agency',1104.38,1982,'Steel','Culvert','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022551,'Town or Township Highway Agency',1379.29,1995,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008228,'County Highway Agency',3499.13,1990,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035038,'State Highway Agency',1103.3,1946,'Concrete','Tee Beam','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000002289,'County Highway Agency',764.02,1934,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008181,'County Highway Agency',761.44,1917,'Concrete','Other Main Design /Construction OR No Approach or Second Span Type','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000008175,'County Highway Agency',1257.44,1923,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035272,'County Highway Agency',732.38,1905,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035271,'County Highway Agency',684.05,1915,'Steel','Truss - Thru','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003892,'City or Municipal Highway Agency',26917.2,1961,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003707,'State Highway Agency',1624.17,1962,'Concrete','Slab','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003830,'State Toll Authority',3795.35,1952,'Steel Continuous','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003829,'State Toll Authority',3697.62,1952,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000035114,'State Highway Agency',888.02,1941,'Prestressed Concrete','Box Beam or Girders - Single or Spread','Poor','Fair','Fair','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003425,'State Highway Agency',1631.59,1932,'Concrete','Arch - Deck','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022431,'State Highway Agency',4949.03,1940,'Steel','Truss - Thru','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair'
'Pennsylvania',000000000003847,'County Highway Agency',793.3,1856,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003916,'State Park, Forest, or Reservation Agency',391.81,1977,'Wood or Timber','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003902,'County Highway Agency',15494.43,1922,'Steel','Girder and Floorbeam System','Poor','Poor','Fair','Fair','Poor','Poor','Poor','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000003537,'State Highway Agency',5370.76,1971,'Steel','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022323,'State Highway Agency',76440.98,1972,'Steel Continuous','Girder and Floorbeam System','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022317,'State Highway Agency',12517.57,1972,'Prestressed Concrete','Stringer/Multi-beam or Girder','Poor','Poor','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair','Fair'
'Pennsylvania',000000000022467,'State Highway Agency',6975.01,1966,'Prestressed Concrete','Box Beam or Girders - Multiple','Poor','Poor','Poor','Poor','Poor','Poor','Fair','Fair','Fair','Fair','Fair'
