State/Local,Condition,BR Key,Bridge Id,County,Municipality,Location/Structure Name,Feature Carried,Feature Intersected,Owner,Length (ft),Deck Area (sq ft),Number of Spans,Material,Structure Type,Year Built,Posting Status,Weight Limit Single,Weight Limit Combination,Deck Condition,Superstructure Condition,Substructure Condition,Culvert Condition,Planning Partner,Average Daily Traffic
S,Good,3427,04001801800000,BEAVER,Raccoon Township,750' SOUTH OF TWP.RD.482,FRANKFORT RD,SERVICE CREEK,STATE HIGHWAY AGENCY,37,1480,1,Prestressed precast concrete (P/S),Box beam - (spread),1989,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2409
S,Good,3448,04001805602753,BEAVER,New Brighton Borough,@ FISH COMMISSION ACCESS,SR 0018 SH,BLOCKHOUSE RUN CREEK,STATE HIGHWAY AGENCY,44,3454,1,Prestressed precast concrete (P/S),Box beam - (spread),1958,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,21426
S,Good,3462,04003000322485,BEAVER,Greene Township,30' NW OF TWP RD 365,SR 0030 SH,LITTLE MILL CK,STATE HIGHWAY AGENCY,16,512,1,Concrete (cast in place),Box culvert,1992,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,0
S,Good,3463,04003000402230,BEAVER,Greene Township,400' NW OF LR 278,SR 0030,MILL CREEK,STATE HIGHWAY AGENCY,16,608,1,Concrete (cast in place),Box culvert,1992,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,8634
S,Good,3485,04005102200000,BEAVER,Rochester Borough,750' NORTH ROCH.MONACA BR,SR 51,"04136,641 RP.A,& LOCAL",STATE HIGHWAY AGENCY,750,22725,12,Prestressed precast concrete (P/S),Box beam - (spread),1965,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,9770
S,Good,3503,04005105700556,BEAVER,Darlington Township,6000' SE OHIO STATE LINE,PENNSYLVANIA AV,NORFOLKSOUTHERN RAILWAY,STATE HIGHWAY AGENCY,114,5358,1,Steel,I-welded beams,1999,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,7851
S,Good,3505,04037604752340,BEAVER,Hopewell Township,HOPEWELL INTERCHANGE,SR 0376 WB,SR 0151,STATE HIGHWAY AGENCY,190,12350,3,Prestressed precast concrete (P/S),Box beam - (spread),1967,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,14227
S,Good,3506,04037604742157,BEAVER,Hopewell Township,HOPEWELL INTERCHANGE,SR 0376 EB,SR 0151,STATE HIGHWAY AGENCY,190,10241,3,Prestressed precast concrete (P/S),Box beam - (spread),1967,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,12046
S,Good,3532,04037603441570,BEAVER,Brighton Township,I-376 SB Over T.R. 535,SR 0376 EB,T.R. 535 Chapel Rd,STATE HIGHWAY AGENCY,113,4972,3,Prestressed precast concrete (P/S),Box beam - (spread),1973,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,11190
S,Good,3554,04006504100590,BEAVER,"Franklin Township, North Sewickley Township",N.B. @ INTER. W/SR 0288,MERCER RD,CONNOQUENESSING CREEK,STATE HIGHWAY AGENCY,281,13909.5,3,Prestressed precast concrete (P/S),I beams,1976,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,4689
S,Good,3555,04006504110505,BEAVER,"Franklin Township, North Sewickley Township",SB @ INTER.W/SR 0288,MERCER RD,CONNOQUENESSING CREEK,STATE HIGHWAY AGENCY,281,12139.2,3,Prestressed precast concrete (P/S),I beams,1976,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,4627
S,Good,3564,04006802500000,BEAVER,Industry Borough,1 MILE N.E. OF SR 4037,MIDLAND BEAVER RD,FOUR MILE RUN CREEK,STATE HIGHWAY AGENCY,21,1617,1,Concrete (cast in place),Box culvert,1991,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,9765
S,Good,3579,04015101300000,BEAVER,Independence Township,1/4 MI. E. OF TWP.RD. 530,BOCKTOWN RD,RACCOON CREEK,STATE HIGHWAY AGENCY,118,4826.2,1,Prestressed precast concrete (P/S),Box beam - adj,2003,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,3035
S,Good,3580,04015101402598,BEAVER,Independence Township,150' WEST OF SR 3013,BOCKTOWN RD,RAREDON RUN,STATE HIGHWAY AGENCY,37,1753.8,1,Prestressed precast concrete (P/S),Box beam - (spread),1938,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,3035
S,Good,3592,04016802501507,BEAVER,Shippingport Borough,AT POWER PLANT,SHIPPINGPORT HI RD,SERVICE ROAD NUC PLANT,STATE HIGHWAY AGENCY,120,5184,3,Steel,I beams,1962,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,5140
S,Good,3595,04016802700112,BEAVER,Industry Borough,@ SHIPPINGPORT BRIDGE,SHIPPINGPORT HI RD,SR 0068 TR 168,STATE HIGHWAY AGENCY,57,2565,1,Steel,I beams,1962,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,5140
S,Good,3598,04016803300617,BEAVER,Ohioville Borough,200'S.OF SR 4034,FAIRVIEW RD,BR UPPER DRY RUN,STATE HIGHWAY AGENCY,8,320,1,Concrete (cast in place),Arch culvert,1960,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1325
S,Good,3613,04104100100000,BEAVER,Franklin Township,1/4 MI. EAST OF SR 0065,HARMONY FISHER AVE,ZELIENOPLE ROAD,STATE HIGHWAY AGENCY,184,8887.2,2,Steel,I beams,1976,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,442
S,Good,3626,04055101500000,BEAVER,Darlington Township,200'S.MCCAUGHTRY RUN RD.,HOLLOW RD,MCCAUGHTRY RUN,STATE HIGHWAY AGENCY,21,609,1,Steel,I beams,1950,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,887
S,Good,3632,04058801102062,BEAVER,North Sewickley Township,300'E.OF TWP.RD.541,BENNETT RUN RD,BENNETT RUN,STATE HIGHWAY AGENCY,32,1216,1,Concrete (cast in place),Slab (solid),1940,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,3820
S,Good,3643,04098903000819,BEAVER,New Sewickley Township,250' N.W. OF SR 1023,GLEN EDEN RD,BR.BRUSH CREEK,STATE HIGHWAY AGENCY,12,384,1,Concrete (cast in place),Box culvert,1978,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,2565
S,Good,3653,04100900600616,BEAVER,Franklin Township,INTER W/ TWP RD 660,FOMBELL RD,CAMP RUN,STATE HIGHWAY AGENCY,54,1819.8,1,Prestressed precast concrete (P/S),Box beam - adj,1961,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,769
S,Good,3659,04101900200000,BEAVER,New Sewickley Township,1/2 MI. N.W. OF SR 0068,BRUSH CREEK RD,BR.BRUSH CREEK,STATE HIGHWAY AGENCY,15,300,1,Concrete (cast in place),Box culvert,1960,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1601
S,Good,3664,04102100301951,BEAVER,Marion Township,1/4 MI. SOUTH OF SR 0588,PINE RUN RD,PINE RUN,STATE HIGHWAY AGENCY,36,1080,1,Steel,Arch culvert,2001,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,290
S,Good,3665,04102200200645,BEAVER,New Brighton Borough,13TH ST.-NEW BRIGHTON,13TH STREET,BLOCKHOUSE RUN,STATE HIGHWAY AGENCY,36,1008,1,Concrete (precast),Arch culvert,2002,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,8 - Very Good,SPC,4287
S,Good,3671,04103100200679,BEAVER,Daugherty Township,3145' N.E. OF SR 1016,BLOCK HOUSE RUN RD,BR.BLOCK HOUSE RUN,STATE HIGHWAY AGENCY,33,1303.5,1,Concrete (cast in place),Slab (solid),1967,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,559
S,Good,3676,04200300500000,BEAVER,Economy Borough,0.5 MI.N.E.OF LR 04060,HOENIG RD,BR.N.FORK BIG SEWICKLEY,STATE HIGHWAY AGENCY,22,616,1,Concrete (cast in place),Slab (solid),1951,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,470
S,Good,3677,04200300600000,BEAVER,Economy Borough,0.5 MI.S.W. OF SR 2005,HOENIG RD,BR.N.FORK BIG SEWICKLEY,STATE HIGHWAY AGENCY,15,427.5,1,Concrete (cast in place),Slab (solid),1951,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,470
S,Good,3687,04201400100737,BEAVER,Harmony Township,855' N.E. OF SR 2001,LEGIONVILLE RD,BR. LEGIONVILLE RUN,STATE HIGHWAY AGENCY,15,330,1,Concrete (cast in place),Box culvert,1963,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1761
S,Good,3688,04201400200000,BEAVER,Harmony Township,3200' EAST OF SR 2001,HEMMERLE RD,NORTH BRANCH CREEK,STATE HIGHWAY AGENCY,13,481,1,Concrete (cast in place),Box culvert,1963,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1761
S,Good,3697,04301100300000,BEAVER,Hopewell Township,3/4 MI. N. ALLEG. CO.LINE,GRINGO CLINTON RD,SR 0376  EB-WB,STATE HIGHWAY AGENCY,315,11340,4,Prestressed precast concrete (P/S),I beams,1968,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,1032
S,Good,3724,04303200200000,BEAVER,Hanover Township,200'E.OF TWP.RD.300,HARDINS RUN RD,NORTH FORK KINGS CREEK,STATE HIGHWAY AGENCY,25,687.5,1,Concrete (cast in place),Slab (solid),1930,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,934
S,Good,3726,04303201000000,BEAVER,Hanover Township,2 MI.E.OF INTER.W/TR 168,HANOVER KENDALL RD,BR.OF TRAVERSE CREEK,STATE HIGHWAY AGENCY,10,360,1,"Aluminum, wrought iron, cast iron",Box culvert,1992,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,314
S,Good,3727,04303201300754,BEAVER,Hanover Township,200' S.W. OF TWP.RD.370,KENDALL HARSHAV RD,LITTLE SERVICE RUN,STATE HIGHWAY AGENCY,28,952,1,Concrete (cast in place),Slab (solid),1934,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,314
S,Good,3729,04303600400000,BEAVER,Hopewell Township,0.3 MI. WEST OF SR 0151,GRINGO INDEPEND RD,SR 0376  EB-WB,STATE HIGHWAY AGENCY,340,12750,4,Prestressed precast concrete (P/S),I beams,1968,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,514
S,Good,3732,04400200500892,BEAVER,Darlington Township,3472' NORTH OF SR 0051,LITTLE BEAVER RD,SMALL RUN,STATE HIGHWAY AGENCY,20,526,1,Concrete (cast in place),Slab (solid),1934,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,834
S,Good,3735,04400400401538,BEAVER,Darlington Township,100' WEST OF SR 4007,CANNELTON RD,COALBANK RUN,STATE HIGHWAY AGENCY,18,572.4,1,Concrete (cast in place),Slab (solid),1934,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,890
S,Good,3736,04400400800282,BEAVER,Darlington Township,500' SW OF SR 0051,CANNELTON ROAD,DILWORTH RUN,STATE HIGHWAY AGENCY,36,1040.4,1,Concrete (cast in place),Slab (solid),1955,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,1936
S,Good,3737,04400500300587,BEAVER,Darlington Township,1.5  MI. N.JUNC.168&551,NEW GALILEE RD,N.FORK LITTLE BEAVER CR.,STATE HIGHWAY AGENCY,151,6659.1,2,Prestressed precast concrete (P/S),Box beam - adj,1962,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,970
S,Good,3741,04401000800640,BEAVER,Chippewa Township,SR 4010 OVER SR 0060,ACHORTOWN RD,SR 0376  EB-WB,STATE HIGHWAY AGENCY,365,16790,4,Prestressed precast concrete (P/S),I beams,1973,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,378
S,Good,3751,04401300103186,BEAVER,South Beaver Township,@INTER.W/TWP.RD.603,OLD DARLINGTON RD,SMALL RUN,STATE HIGHWAY AGENCY,20,600,1,Concrete (cast in place),Frame culvert,1983,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,2256
S,Good,3770,04403400260000,BEAVER,Ohioville Borough,100' N.W. OF SR 0168,WESTWOOD RD,UPPER DRY RUN,STATE HIGHWAY AGENCY,30,825,1,Prestressed precast concrete (P/S),Box beam - (spread),1954,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,476
S,Good,3777,04403500500945,BEAVER,Brighton Township,1500'E.OF I-376 EXIT 36,BRIGHTON ROAD,TWO MILE RUN,STATE HIGHWAY AGENCY,13,754,1,Concrete (cast in place),Box culvert,1969,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,2901
S,Good,3778,04403900300522,BEAVER,Industry Borough,5430'N.OF TR68,PINE GROVE RD,6 MILE RUN,STATE HIGHWAY AGENCY,25,1052.5,1,Concrete (cast in place),Slab (solid),1961,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,188
S,Good,3779,04403900301155,BEAVER,Industry Borough,6000'N.OF INTER.W/TR68,PINE GROVE RD,SIX MILE RUN,STATE HIGHWAY AGENCY,30,1260,1,Concrete (cast in place),Slab (solid),1961,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,188
S,Good,3780,04403900302025,BEAVER,Brighton Township,7000'N.OF TR68,PINE GROVE RD,SIX MILE RUN,STATE HIGHWAY AGENCY,27,1123.2,1,Concrete (cast in place),Slab (solid),1961,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,188
S,Good,3781,04403900400000,BEAVER,Brighton Township,7700'N.OF INTER W/TR68,PINE GROVE RD,SIX MILE RUN,STATE HIGHWAY AGENCY,32,1376,1,Concrete (cast in place),Slab (solid),1961,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,188
S,Good,3794,04058800200710,BEAVER,Chippewa Township,0.6 MI E OF SR 0051,DARLINGTON ROAD,PA TURNPIKE (376 EB-WB),STATE HIGHWAY AGENCY,365,15877.5,2,Steel,I-welded beams,1992,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,9340
S,Good,3795,04025101700793,BEAVER,Chippewa Township,1.3 MI E OF SHENANGO ROAD,37TH STREET EXT,BEAVER VAL EXPY TP,STATE HIGHWAY AGENCY,245,10657.5,2,Steel,I-welded beams,1992,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,5578
S,Good,3810,04035100801095,BEAVER,Big Beaver Borough,SR 351 OVER PTC,SR 0351,PA TPK (I-76),STATE HIGHWAY AGENCY,132,5874,2,Prestressed precast concrete (P/S),Box beam - adj,2006,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,1501
S,Good,3920,04802900200089,BEAVER,Freedom Borough,3RD AVE RAMP TO SR65 SB,3RD AVE RAMP,SR 0065,STATE HIGHWAY AGENCY,798,20748,8,Steel,I-welded beams,1975,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,1171
S,Good,3922,04803500200209,BEAVER,Rochester Borough,1000'S. OF ROCH-MNCA.BRG.,RAMP A,SR 0051,STATE HIGHWAY AGENCY,329,7928.9,8,Prestressed precast concrete (P/S),I beams,1964,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2521
S,Good,3925,04803702600420,BEAVER,Rochester Borough,OVER SR 65 NB,RAMP E,SR 0065 NB,STATE HIGHWAY AGENCY,672,16464,15,Prestressed precast concrete (P/S),Box beam - (spread),1963,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2064
S,Good,7782,10000803900758,BUTLER,Butler Township,BON AIRE,SR0008 NB&SB,SR0422 EB&WB,STATE HIGHWAY AGENCY,94,8319,1,Prestressed precast concrete (P/S),Box beam - (spread),1960,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,9294
S,Good,7783,10000804700910,BUTLER,Center Township,UNIONVILLE,SR0008,CROOKED RUN,STATE HIGHWAY AGENCY,8,248,1,Concrete (cast in place),Arch culvert,1942,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,11376
S,Good,7790,10000806501703,BUTLER,Brady Township,NEAR STONE HOUSE,SR 0008,GLADE RUN,STATE HIGHWAY AGENCY,34,1475.6,1,Prestressed precast concrete (P/S),I beams,1940,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,5443
S,Good,7797,10001900100919,BUTLER,Cranberry Township,EPWORTH,SR0019 NB&SB,TRIB TO BRUSH CREEK,STATE HIGHWAY AGENCY,18,1548,1,Concrete (cast in place),Arch culvert,1951,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,31905
S,Good,7798,10001900101846,BUTLER,Cranberry Township,DUTIHL,SR0019 NB&SB,PA TURNPIKE RAMP R,STATE HIGHWAY AGENCY,27,1026,1,Concrete (cast in place),Box culvert,2004,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,31905
S,Good,7801,10001901401047,BUTLER,Jackson Township,SOUTH OF ZELIENOPLE,SR0019,TRIB TO GLADE RUN,STATE HIGHWAY AGENCY,10,840,1,Concrete (cast in place),Box culvert,1952,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,23715
S,Good,7812,10003801000000,BUTLER,Oakland Township,SW OF BOYDSTOWN,SR0038,PINE RUN,STATE HIGHWAY AGENCY,28,1215.2,1,Steel,I beams,1929,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,5983
S,Good,7836,10006801100000,BUTLER,Jackson Township,WEST OF EVANS CITY,SR0068,TRIB CONNOQUENESSING CRK,STATE HIGHWAY AGENCY,10,390,1,Concrete (cast in place),Box culvert,1958,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,7567
S,Good,7839,10006801700000,BUTLER,Evans City Borough,EVANS CITY NO.1,SR0068,BREAKNECK CREEK,STATE HIGHWAY AGENCY,51,2646.9,1,Steel,I beams,1990,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,18366
S,Good,7840,10006802000709,BUTLER,Forward Township,NORTH OF EVANS CITY,SR0068,TRIB TO BREAKNECK CREEK,STATE HIGHWAY AGENCY,8,288,1,Concrete (cast in place),Arch culvert,1954,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,14136
S,Good,7841,10006802400000,BUTLER,Forward Township,NE OF EVANS CITY,SR0068,B&P RR & CONNOQUEN CREEK,STATE HIGHWAY AGENCY,456,16188,4,Steel,I-riveted beams,1954,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,12706
S,Good,7847,10006807000052,BUTLER,Donegal Township,SW OF CHICORA,SR0068,BUFFALO CREEK,STATE HIGHWAY AGENCY,19,832.2,1,Concrete (cast in place),Slab (solid),1957,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,4877
S,Good,7887,10007910451449,BUTLER,Worth Township,SLIPPERY ROCK CREEK SB,SR 0079 SB,SLIPPERY ROCK CREEK,STATE HIGHWAY AGENCY,272,10308.8,3,Steel,I-welded beams,1964,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,10370
S,Good,7892,10010801800000,BUTLER,Slippery Rock Township,NEAR ADAMS CORNERS,SR0108,LONG RUN,STATE HIGHWAY AGENCY,17,606.9,1,Concrete (cast in place),Slab (solid),1947,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2628
S,Good,7893,10010801901859,BUTLER,Slippery Rock Township,NEAR ADAMS CORNERS,SR0108,LONG RUN,STATE HIGHWAY AGENCY,15,532.5,1,Concrete (cast in place),Slab (solid),1947,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,2628
S,Good,7913,10025800600000,BUTLER,Slippery Rock Township,CHRISTLEYS MILLS NO.2,SR0258,WOLF CREEK,STATE HIGHWAY AGENCY,125,5175,2,Steel,I beams,1962,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,2373
S,Good,7958,10042204000000,BUTLER,Summit Township,MORGANS,SR0422 EB&WB,SR0068 EB&WB,STATE HIGHWAY AGENCY,86,7937.8,1,Prestressed precast concrete (P/S),Box beam - adj,1960,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,21181
S,Good,7966,10042204901684,BUTLER,Summit Township,NEAR CARBON CENTER,SR0422,TRIB TO BONNIE BROOK,STATE HIGHWAY AGENCY,20,1320,1,Concrete (cast in place),Box culvert,1953,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,12854
S,Good,7973,10052800700000,BUTLER,Jackson Township,LINDSEY ROAD,SR 0528,LIKENS RUN,STATE HIGHWAY AGENCY,30,1302,1,Prestressed precast concrete (P/S),Box beam - (spread),1941,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,8 - Very Good,N - Not applicable.,SPC,8587
S,Good,8001,10101103000000,BUTLER,Donegal Township,RATTIGAN NO.3,SR1011,BUFFALO RUN,STATE HIGHWAY AGENCY,15,360,1,Concrete (cast in place),Slab (solid),1938,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,850
S,Good,8034,10201100100157,BUTLER,Clinton Township,LARDINTOWN NO.1,SR2011,LARDINTOWN RUN,STATE HIGHWAY AGENCY,46,1352.4,1,Steel,I beams,1940,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,8 - Very Good,7 - Good,N - Not applicable.,SPC,241
S,Good,8039,10201200400292,BUTLER,Penn Township,WEST OF FRAZIER MILL,SR2012,ROBINSON RUN,STATE HIGHWAY AGENCY,8,192,1,Concrete (cast in place),Arch culvert,1942,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,3914
S,Good,8045,10201300302646,BUTLER,Penn Township,PENN TWP-NEAR SAXONBURG,SR2013,THORN CREEK,STATE HIGHWAY AGENCY,54,1765.8,1,Prestressed precast concrete (P/S),Box beam - adj,1989,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,654
S,Good,8075,10301300400000,BUTLER,Forward Township,EAST OF EVANS CITY,SR3013,TR CONNOQUENESSING CR,STATE HIGHWAY AGENCY,18,450,1,Concrete (precast),Slab (solid),1937,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,447
S,Good,8076,10301400300000,BUTLER,Adams Township,WEST OF CALLERY,SR 3014,WOLFE RUN,STATE HIGHWAY AGENCY,32,736,2,Concrete (precast),Box culvert,1996,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,1154
S,Good,8078,10301500200000,BUTLER,Adams Township,DOWNIEVILLE,SR3015,TRIB TO BREAKNECK CR,STATE HIGHWAY AGENCY,20,646,1,Concrete (precast),Slab (solid),1949,"OPEN, NO RESTRICTION",N/A,N/A,8 - Very Good,7 - Good,7 - Good,N - Not applicable.,SPC,5152
S,Good,8083,10301501501944,BUTLER,Forward Township,WATTERS,SR3015,TRIB TO BREAKNECK CREEK,STATE HIGHWAY AGENCY,11,330,1,Other,Pipe culvert,1959,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,8 - Very Good,SPC,6398
S,Good,8092,10302000501724,BUTLER,Cranberry Township,WEST OF CRIDERS CORNERS,SR3020,BRUSH CREEK,STATE HIGHWAY AGENCY,37,1406,2,Concrete (cast in place),Box culvert,1983,"OPEN, NO RESTRICTION",N/A,N/A,N - Not applicable.,N - Not applicable.,N - Not applicable.,7 - Good,SPC,20552
S,Good,8095,10302200503090,BUTLER,Cranberry Township,WEST OF OGLE,SR3022,COAL RUN,STATE HIGHWAY AGENCY,25,2062.5,1,Concrete (cast in place),Slab (solid),1965,"OPEN, NO RESTRICTION",N/A,N/A,7 - Good,7 - Good,7 - Good,N - Not applicable.,SPC,18268
